time	clients lost	clients arrive	clients departed	clients in queue	next arrival	next leave	next departure	clients patience	client arrival
1.723187410913249	13.0	21.0	1.0	7.0	1.8566579290165617	1.7617810972492025	2.3371973193219735	(1.8260198191216417, 1.8972811278271262, 2.1630567781156476, 2.0834079423012426, 1.7617810972492025, 2.0701154535996564, 2.5304940106225824)	(2.191013325573862, 2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
1.7617810972492025	14.0	21.0	1.0	6.0	1.8566579290165617	1.8260198191216417	2.3371973193219735	(1.8260198191216417, 1.8972811278271262, 2.1630567781156476, 2.0834079423012426, 2.0701154535996564, 2.5304940106225824)	(2.191013325573862, 2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
1.8260198191216417	15.0	21.0	1.0	5.0	1.8566579290165617	1.8972811278271262	2.622059942158015	(1.8972811278271262, 2.1630567781156476, 2.0834079423012426, 2.0701154535996564, 2.5304940106225824)	(2.191013325573862, 2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
1.8566579290165617	15.0	22.0	1.0	6.0	2.191013325573862	1.8972811278271262	2.622059942158015	(1.8972811278271262, 2.1630567781156476, 2.0834079423012426, 2.0701154535996564, 2.5304940106225824, 2.6888737418956894)	(2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
1.8972811278271262	16.0	22.0	1.0	5.0	2.191013325573862	2.0701154535996564	2.242891860267471	(2.1630567781156476, 2.0834079423012426, 2.0701154535996564, 2.5304940106225824, 2.6888737418956894)	(2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.0701154535996564	17.0	22.0	1.0	4.0	2.191013325573862	2.0834079423012426	2.242891860267471	(2.1630567781156476, 2.0834079423012426, 2.5304940106225824, 2.6888737418956894)	(2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.0834079423012426	18.0	22.0	1.0	3.0	2.191013325573862	2.1630567781156476	2.242891860267471	(2.1630567781156476, 2.5304940106225824, 2.6888737418956894)	(2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.1630567781156476	19.0	22.0	1.0	2.0	2.191013325573862	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894)	(2.22571555922384, 2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.191013325573862	19.0	23.0	1.0	3.0	2.22571555922384	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437)	(2.2940402762493983, 2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.22571555922384	19.0	24.0	1.0	4.0	2.2940402762493983	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437, 2.895219130571039)	(2.321534468138255, 2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.2940402762493983	19.0	25.0	1.0	5.0	2.321534468138255	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367)	(2.417565429651042, 2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.321534468138255	19.0	26.0	1.0	6.0	2.417565429651042	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367, 3.050097476019573)	(2.4755410757045047, 2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.417565429651042	19.0	27.0	1.0	7.0	2.4755410757045047	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367, 3.050097476019573, 2.7564424520397273)	(2.544917538119152, 2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.4755410757045047	19.0	28.0	1.0	8.0	2.544917538119152	2.5304940106225824	2.7598196396255514	(2.5304940106225824, 2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367, 3.050097476019573, 2.7564424520397273, 3.2474460869554838)	(2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.5304940106225824	20.0	28.0	1.0	7.0	2.544917538119152	2.6815167311612367	2.740438733915341	(2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367, 3.050097476019573, 2.7564424520397273, 3.2474460869554838)	(2.739477367262767, 2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
2.544917538119152	20.0	29.0	1.0	8.0	2.739477367262767	2.6815167311612367	2.740438733915341	(2.6888737418956894, 3.1335072341977437, 2.895219130571039, 2.6815167311612367, 3.050097476019573, 2.7564424520397273, 3.2474460869554838, 3.4035845573467345)	(2.783157229866379, 2.8082863696499216, 2.819164470485216, 2.8726029962097313, 2.9046982826447953, 2.962470535651289, 3.062073169872812, 3.0817177928085617, 3.2474605014181677, 3.2830719131092208, 3.358840820050053, 3.488904711857631, 3.4941208425080457, 3.5247833036513563, 3.540343406470046, 3.7293214395497998, 3.8341275186854467)
